Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Item_Unit_Price,Estd_Cat
DRJ39,20.25,Low Fat,0.036382541000000004,Dairy,221.0482,OUT049,1999,Medium,Tier 1,Supermarket Type1,,10.91596049382716,2
FDV34,10.695,Regular,0.011423298,Snack Foods,74.6038,OUT035,2004,Small,Tier 2,Supermarket Type1,,6.975577372604021,3
FDS20,8.923305991602435,Low Fat,0.05360606,Fruits and Vegetables,184.3292,OUT027,1985,Medium,Tier 3,Supermarket Type3,,20.65705246166263,1
FDF02,16.157379813983244,Low Fat,0.10297209199999999,Canned,102.899,OUT027,1985,Medium,Tier 3,Supermarket Type3,,6.368544973544973,1
FDW40,14.0,Regular,0.105740196,Frozen Foods,143.3812,OUT017,2007,Medium,Tier 2,Supermarket Type1,,10.241514285714286,3
NCB43,20.2,Low Fat,0.099912316,Household,186.8898,OUT046,1997,Small,Tier 1,Supermarket Type1,,9.251970297029704,2
FDR58,6.675,Low Fat,0.042158587000000004,Snack Foods,90.8462,OUT017,2007,Medium,Tier 2,Supermarket Type1,,13.609917602996255,3
DRJ59,11.65,Low Fat,0.01936859,Hard Drinks,40.0164,OUT035,2004,Small,Tier 2,Supermarket Type1,,3.4348841201716733,3
NCD30,19.7,Low Fat,0.027001132999999997,Household,98.9726,OUT017,2007,Medium,Tier 2,Supermarket Type1,,5.023989847715736,3
FDE14,13.65,Regular,0.031623019,Canned,97.87,OUT017,2007,Medium,Tier 2,Supermarket Type1,,7.16996336996337,3
FDC28,7.905,Low Fat,0.055210913,Frozen Foods,108.0254,OUT018,2009,Medium,Tier 3,Supermarket Type2,,13.665452245414295,3
FDU16,19.25,Regular,0.058512492,Frozen Foods,84.2908,OUT018,2009,Medium,Tier 3,Supermarket Type2,,4.378742857142857,3
NCD19,8.93,Low Fat,0.013176896,Household,55.9614,OUT035,2004,Small,Tier 2,Supermarket Type1,,6.266674132138858,3
FDU21,11.8,Regular,0.076720455,Snack Foods,35.8558,OUT046,1997,Small,Tier 1,Supermarket Type1,,3.038627118644068,2
FDV59,13.323177887350916,Low Fat,0.04779447,Breads,217.3166,OUT027,1985,Medium,Tier 3,Supermarket Type3,,16.31116853932584,1
FDU03,18.7,Regular,0.0,Meat,182.1292,OUT045,2002,Medium,Tier 2,Supermarket Type1,,9.739529411764707,3
FDC33,8.96,Regular,0.0,Fruits and Vegetables,198.5768,OUT010,1998,Small,Tier 3,Grocery Store,,22.162589285714283,2
NCR42,9.105,Low Fat,0.038474607,Household,34.89,OUT035,2004,Small,Tier 2,Supermarket Type1,,3.831960461285008,3
DRH59,10.8,Low Fat,0.058422401,Hard Drinks,75.238,OUT035,2004,Small,Tier 2,Supermarket Type1,,6.966481481481481,3
NCM31,6.095,Low Fat,0.0,Others,142.5154,OUT035,2004,Small,Tier 2,Supermarket Type1,,23.382346185397868,3
FDS50,17.0,Low Fat,0.055422895,Dairy,222.3114,OUT035,2004,Small,Tier 2,Supermarket Type1,,13.077141176470588,3
FDP39,12.65,Low Fat,0.06942496299999999,Meat,52.4324,OUT046,1997,Small,Tier 1,Supermarket Type1,,4.144853754940711,2
FDQ55,13.65,Regular,0.013027225,Fruits and Vegetables,116.7834,OUT013,1987,High,Tier 3,Supermarket Type1,,8.55556043956044,1
FDV36,18.446476057776422,Low Fat,0.046051414000000006,Baking Goods,124.602,OUT019,1985,Small,Tier 1,Grocery Store,,6.754786096256685,1
FDI05,8.511414488982993,Regular,0.126255345,Frozen Foods,76.8354,OUT027,1985,Medium,Tier 3,Supermarket Type3,,9.02733618477331,1
FDS45,5.232933819280187,Regular,0.029353119,Snack Foods,107.2622,OUT027,1985,Medium,Tier 3,Supermarket Type3,,20.497526570048308,1
FDA39,6.32,Low Fat,0.012743738000000001,Meat,38.6822,OUT045,2002,Medium,Tier 2,Supermarket Type1,,6.120601265822785,3
FDC37,15.5,Low Fat,0.055023254,Baking Goods,108.2938,OUT010,1998,Small,Tier 3,Grocery Store,,6.986696774193549,2
FDJ60,19.55564054791326,Regular,0.062225629000000005,Baking Goods,166.4184,OUT027,1985,Medium,Tier 3,Supermarket Type3,,8.509994832041343,1
DRQ35,9.3,Low Fat,0.042291450999999994,Hard Drinks,122.7388,OUT046,1997,Small,Tier 1,Supermarket Type1,,13.197720430107525,2
NCJ06,20.1,Low Fat,0.034652618999999996,Household,119.9782,OUT046,1997,Small,Tier 1,Supermarket Type1,,5.969064676616915,2
NCY42,6.38,Low Fat,0.015224339,Household,144.64700000000002,OUT018,2009,Medium,Tier 3,Supermarket Type2,,22.671943573667715,3
DRM37,15.35,Low Fat,0.0,Soft Drinks,196.3768,OUT049,1999,Medium,Tier 1,Supermarket Type1,,12.793276872964169,2
FDR14,11.65,Low Fat,0.174402008,Dairy,51.9298,OUT045,2002,Medium,Tier 2,Supermarket Type1,,4.457493562231759,3
FDE51,5.925,Regular,0.096617312,Dairy,44.1086,OUT049,1999,Medium,Tier 1,Supermarket Type1,,7.444489451476794,2
FDT33,7.81,Regular,0.034182922000000004,Snack Foods,166.6158,OUT017,2007,Medium,Tier 2,Supermarket Type1,,21.333649167733675,3
FDR08,18.7,Low Fat,0.037591645,Fruits and Vegetables,112.6886,OUT013,1987,High,Tier 3,Supermarket Type1,,6.026128342245989,1
FDE36,5.26,Regular,0.06991841,Baking Goods,162.9868,OUT010,1998,Small,Tier 3,Grocery Store,,30.986083650190114,2
FDL22,16.72556595923334,Low Fat,0.063714498,Snack Foods,90.2488,OUT019,1985,Small,Tier 1,Grocery Store,,5.395859262399321,1
FDR44,6.11,Regular,0.10283523800000001,Fruits and Vegetables,131.5968,OUT013,1987,High,Tier 3,Supermarket Type1,,21.537937806873977,1
FDI56,7.150266406112837,Low Fat,0.163505748,Fruits and Vegetables,89.5146,OUT019,1985,Small,Tier 1,Grocery Store,,12.519058020477816,1
FDE47,14.15,Low Fat,0.06345147400000001,Starchy Foods,126.5046,OUT010,1998,Small,Tier 3,Grocery Store,,8.94025441696113,2
FDV27,7.97,Regular,0.066935112,Meat,89.4514,OUT010,1998,Small,Tier 3,Grocery Store,,11.223513174404017,2
FDV10,7.645,Regular,0.066809761,Snack Foods,41.7112,OUT049,1999,Medium,Tier 1,Supermarket Type1,,5.4560104643557885,2
FDC40,16.0,Regular,0.06519584,Dairy,78.3986,OUT045,2002,Medium,Tier 2,Supermarket Type1,,4.8999125,3
NCX41,19.0,Low Fat,0.017704532,Health and Hygiene,210.8244,OUT013,1987,High,Tier 3,Supermarket Type1,,11.09602105263158,1
NCQ38,16.29017449613496,Low Fat,0.013301702,Others,105.02799999999999,OUT027,1985,Medium,Tier 3,Supermarket Type3,,6.447321974661422,1
FDV12,16.959353702845124,Regular,0.06057989,Baking Goods,100.5384,OUT027,1985,Medium,Tier 3,Supermarket Type3,,5.9281976047904195,1
FDE52,10.395,Regular,0.03005585,Dairy,88.1514,OUT017,2007,Medium,Tier 2,Supermarket Type1,,8.48017316017316,3
FDG20,15.467212476689129,Regular,0.12507926800000002,Fruits and Vegetables,176.9028,OUT027,1985,Medium,Tier 3,Supermarket Type3,,11.437277419354839,1
FDV16,7.6984815775938085,Regular,0.08252910299999999,Frozen Foods,34.1558,OUT027,1985,Medium,Tier 3,Supermarket Type3,,4.436693087557603,1
FDI32,17.7,Low Fat,0.175359775,Fruits and Vegetables,114.3834,OUT017,2007,Medium,Tier 2,Supermarket Type1,,6.462338983050848,3
FDJ32,10.695,Low Fat,0.0,Fruits and Vegetables,61.7536,OUT049,1999,Medium,Tier 1,Supermarket Type1,,5.774062646096306,2
FDN39,19.35,Regular,0.065787291,Meat,169.7816,OUT018,2009,Medium,Tier 3,Supermarket Type2,,8.774242894056847,3
FDY34,10.5,Regular,0.011043976,Snack Foods,167.2842,OUT017,2007,Medium,Tier 2,Supermarket Type1,,15.931828571428571,3
FDC14,14.5,Regular,0.041241272,Canned,41.2454,OUT035,2004,Small,Tier 2,Supermarket Type1,,2.844510344827586,3
FDA55,17.2,Regular,0.057311380999999995,Fruits and Vegetables,224.8088,OUT017,2007,Medium,Tier 2,Supermarket Type1,,13.070279069767443,3
FDZ50,12.8,Regular,0.132357566,Dairy,181.9608,OUT010,1998,Small,Tier 3,Grocery Store,,14.2156875,2
DRG13,17.25,Low Fat,0.037243966,Soft Drinks,165.2526,OUT049,1999,Medium,Tier 1,Supermarket Type1,,9.579860869565218,2
FDP01,20.75,Regular,0.06327325,Breakfast,153.1682,OUT013,1987,High,Tier 3,Supermarket Type1,,7.381600000000001,1
NCG54,12.1,Low Fat,0.080257683,Household,172.7106,OUT017,2007,Medium,Tier 2,Supermarket Type1,,14.273603305785125,3
FDM13,6.425,Low Fat,0.063303448,Breakfast,132.0626,OUT045,2002,Medium,Tier 2,Supermarket Type1,,20.554490272373542,3
NCO18,13.217466761050083,Low Fat,0.024531894,Household,178.7686,OUT027,1985,Medium,Tier 3,Supermarket Type3,,13.525178707224336,1
NCW41,18.0,Low Fat,0.015437518,Health and Hygiene,156.4604,OUT013,1987,High,Tier 3,Supermarket Type1,,8.692244444444444,1
FDM52,15.146018626877314,Low Fat,0.025867549,Frozen Foods,148.1076,OUT027,1985,Medium,Tier 3,Supermarket Type3,,9.778649006622517,1
NCF55,6.675,Low Fat,0.021662237999999997,Household,34.9874,OUT035,2004,Small,Tier 2,Supermarket Type1,,5.241558052434457,3
FDT09,15.15,Regular,0.0122633,Snack Foods,131.4284,OUT046,1997,Small,Tier 1,Supermarket Type1,,8.67514191419142,2
NCM19,12.65,Low Fat,0.047228313,Others,110.7202,OUT035,2004,Small,Tier 2,Supermarket Type1,,8.752584980237154,3
FDW12,8.315,Regular,0.0,Baking Goods,146.9444,OUT018,2009,Medium,Tier 3,Supermarket Type2,,17.67220685508118,3
FDP15,15.16598003954723,Low Fat,0.146972598,Meat,256.33299999999997,OUT019,1985,Small,Tier 1,Grocery Store,,16.901842105263157,1
FDK36,7.09,Low Fat,0.007229947,Baking Goods,48.3034,OUT045,2002,Medium,Tier 2,Supermarket Type1,,6.812891396332864,3
FDZ25,15.7,Regular,0.027611824,Canned,171.77900000000002,OUT035,2004,Small,Tier 2,Supermarket Type1,,10.941337579617837,3
NCW06,16.2,Low Fat,0.050418702,Household,193.4162,OUT049,1999,Medium,Tier 1,Supermarket Type1,,11.939271604938272,2
FDW60,5.44,Regular,0.017061949,Baking Goods,178.437,OUT046,1997,Small,Tier 1,Supermarket Type1,,32.800919117647055,2
DRC49,8.67,Low Fat,0.065382126,Soft Drinks,145.2128,OUT013,1987,High,Tier 3,Supermarket Type1,,16.748881199538637,1
NCT17,10.8,Low Fat,0.041857932,Health and Hygiene,189.6214,OUT035,2004,Small,Tier 2,Supermarket Type1,,17.557537037037036,3
NCN06,8.39,Low Fat,0.12098812099999999,Household,164.7868,OUT018,2009,Medium,Tier 3,Supermarket Type2,,19.640858164481525,3
FDC45,17.0,Low Fat,0.135620265,Fruits and Vegetables,170.8106,OUT013,1987,High,Tier 3,Supermarket Type1,,10.047682352941177,1
DRJ47,18.065558622760715,Low Fat,0.07747657,Hard Drinks,171.408,OUT019,1985,Small,Tier 1,Grocery Store,,9.488109589041095,1
NCF06,6.235,Low Fat,0.020239317,Household,258.5962,OUT045,2002,Medium,Tier 2,Supermarket Type1,,41.47493183640738,3
FDE21,12.8,Low Fat,0.038404703,Fruits and Vegetables,117.1492,OUT010,1998,Small,Tier 3,Grocery Store,,9.15228125,2
DRG27,8.895,Low Fat,0.105023222,Dairy,40.6138,OUT013,1987,High,Tier 3,Supermarket Type1,,4.565913434513772,1
FDW40,14.0,Regular,0.105308924,Frozen Foods,141.6812,OUT049,1999,Medium,Tier 1,Supermarket Type1,,10.120085714285713,2
NCO53,16.2,Low Fat,0.175184487,Health and Hygiene,184.9608,OUT046,1997,Small,Tier 1,Supermarket Type1,,11.417333333333334,2
FDE23,17.6,Regular,0.053263687000000004,Starchy Foods,44.606,OUT049,1999,Medium,Tier 1,Supermarket Type1,,2.534431818181818,2
FDQ16,19.7,Low Fat,0.041738399,Frozen Foods,108.6912,OUT046,1997,Small,Tier 1,Supermarket Type1,,5.517319796954315,2
FDS26,20.35,Low Fat,0.08965066599999999,Dairy,259.8594,OUT045,2002,Medium,Tier 2,Supermarket Type1,,12.769503685503684,3
FDZ13,7.84,Regular,0.256919126,Canned,48.035,OUT010,1998,Small,Tier 3,Grocery Store,,6.126913265306122,2
FDS14,7.285,Low Fat,0.050041563,Dairy,156.3288,OUT049,1999,Medium,Tier 1,Supermarket Type1,,21.458997940974605,2
FDC10,9.8,Regular,0.073025471,Snack Foods,119.0098,OUT045,2002,Medium,Tier 2,Supermarket Type1,,12.143857142857142,3
FDY16,18.35,Regular,0.0,Frozen Foods,185.0266,OUT049,1999,Medium,Tier 1,Supermarket Type1,,10.083193460490463,2
FDJ20,20.7,Regular,0.100155997,Fruits and Vegetables,125.7388,OUT035,2004,Small,Tier 2,Supermarket Type1,,6.074338164251208,3
FDV43,16.0,Low Fat,0.076841095,Fruits and Vegetables,42.6086,OUT035,2004,Small,Tier 2,Supermarket Type1,,2.6630375,3
FDZ32,7.848466846962694,Regular,0.037948091,Fruits and Vegetables,105.9964,OUT027,1985,Medium,Tier 3,Supermarket Type3,,13.505363794843564,1
FDR23,15.85,Low Fat,0.081787519,Breads,174.937,OUT046,1997,Small,Tier 1,Supermarket Type1,,11.03703470031546,2
FDN24,14.1,Low Fat,0.113246012,Baking Goods,52.7956,OUT035,2004,Small,Tier 2,Supermarket Type1,,3.7443687943262414,3
FDE34,9.22776486266908,Low Fat,0.107368929,Snack Foods,183.0634,OUT027,1985,Medium,Tier 3,Supermarket Type3,,19.83832517672648,1
FDU31,10.5,Regular,0.024970258999999998,Fruits and Vegetables,218.1508,OUT013,1987,High,Tier 3,Supermarket Type1,,20.776266666666668,1
FDW33,9.395,Low Fat,0.099524363,Snack Foods,107.32799999999999,OUT018,2009,Medium,Tier 3,Supermarket Type2,,11.423948908994145,3
FDU26,16.7,Regular,0.042618956,Dairy,117.3782,OUT046,1997,Small,Tier 1,Supermarket Type1,,7.028634730538923,2
FDE20,11.413383517239453,Regular,0.005503734000000001,Fruits and Vegetables,169.77900000000002,OUT027,1985,Medium,Tier 3,Supermarket Type3,,14.875431088735057,1
NCW05,20.25,Low Fat,0.148044603,Health and Hygiene,105.9938,OUT035,2004,Small,Tier 2,Supermarket Type1,,5.234261728395062,3
FDB22,8.02,Low Fat,0.0,Snack Foods,151.7998,OUT018,2009,Medium,Tier 3,Supermarket Type2,,18.92765586034913,3
FDO56,10.195,Regular,0.04498255599999999,Fruits and Vegetables,116.1808,OUT046,1997,Small,Tier 1,Supermarket Type1,,11.395860716037273,2
FDA19,7.552417526421588,Low Fat,0.054860542000000005,Fruits and Vegetables,129.7994,OUT027,1985,Medium,Tier 3,Supermarket Type3,,17.18647036474164,1
DRI39,13.8,Low Fat,0.09725893699999999,Dairy,55.993,OUT045,2002,Medium,Tier 2,Supermarket Type1,,4.057463768115942,3
FDH52,9.42,Regular,0.044081944000000005,Frozen Foods,60.1194,OUT018,2009,Medium,Tier 3,Supermarket Type2,,6.382101910828025,3
FDZ50,12.8,Regular,0.079061378,Dairy,182.8608,OUT035,2004,Small,Tier 2,Supermarket Type1,,14.286,3
NCN42,20.25,Low Fat,0.014219927,Household,147.4418,OUT035,2004,Small,Tier 2,Supermarket Type1,,7.281076543209877,3
FDB53,13.35,Low Fat,0.139336364,Frozen Foods,148.5392,OUT013,1987,High,Tier 3,Supermarket Type1,,11.126531835205993,1
DRG11,6.385,Low Fat,0.084312514,Hard Drinks,109.1596,OUT017,2007,Medium,Tier 2,Supermarket Type1,,17.096256851996866,3
DRK11,8.157964896737058,Low Fat,0.010712295,Hard Drinks,148.9392,OUT027,1985,Medium,Tier 3,Supermarket Type3,,18.25690621193666,1
FDQ60,6.195,Regular,0.109993108,Baking Goods,122.3098,OUT017,2007,Medium,Tier 2,Supermarket Type1,,19.74330912025827,3
FDT36,12.3,Low Fat,0.111904005,Baking Goods,33.9874,OUT017,2007,Medium,Tier 2,Supermarket Type1,,2.76320325203252,3
DRG25,10.5,Low Fat,0.019127291,Soft Drinks,185.424,OUT018,2009,Medium,Tier 3,Supermarket Type2,,17.65942857142857,3
DRJ23,18.35,Low Fat,0.041668881,Hard Drinks,190.4872,OUT046,1997,Small,Tier 1,Supermarket Type1,,10.380773841961853,2
FDG05,11.0,Regular,0.08783053,Frozen Foods,158.263,OUT035,2004,Small,Tier 2,Supermarket Type1,,14.387545454545455,3
NCK06,5.03,Low Fat,0.008681751,Household,121.1756,OUT018,2009,Medium,Tier 3,Supermarket Type2,,24.090576540755468,3
FDU52,7.56,Low Fat,0.064131575,Frozen Foods,154.563,OUT017,2007,Medium,Tier 2,Supermarket Type1,,20.44484126984127,3
FDW07,18.0,Regular,0.1432701,Fruits and Vegetables,88.0514,OUT018,2009,Medium,Tier 3,Supermarket Type2,,4.891744444444445,3
NCM17,7.93,Low Fat,0.071280135,Health and Hygiene,44.8086,OUT045,2002,Medium,Tier 2,Supermarket Type1,,5.6505170239596465,3
FDA22,7.435,Low Fat,0.084623634,Starchy Foods,168.6158,OUT045,2002,Medium,Tier 2,Supermarket Type1,,22.678655010087425,3
NCA41,16.75,Low Fat,0.032719454,Health and Hygiene,194.2162,OUT018,2009,Medium,Tier 3,Supermarket Type2,,11.594997014925372,3
FDF38,11.8,Regular,0.026353021,Canned,41.6138,OUT035,2004,Small,Tier 2,Supermarket Type1,,3.5265932203389827,3
FDH52,9.42,Regular,0.043903102,Frozen Foods,62.1194,OUT046,1997,Small,Tier 1,Supermarket Type1,,6.5944161358811035,2
FDY58,11.530931117513289,Low Fat,0.069892283,Snack Foods,226.3694,OUT019,1985,Small,Tier 1,Grocery Store,,19.63149356223176,1
FDZ16,16.85,Regular,0.160180036,Frozen Foods,195.5478,OUT045,2002,Medium,Tier 2,Supermarket Type1,,11.605210682492581,3
NCM18,13.0,Low Fat,0.083310458,Household,61.7194,OUT017,2007,Medium,Tier 2,Supermarket Type1,,4.747646153846154,3
FDA22,7.435,Low Fat,0.084796386,Starchy Foods,166.7158,OUT018,2009,Medium,Tier 3,Supermarket Type2,,22.42310692669805,3
NCJ43,6.635,Low Fat,0.027064282999999998,Household,176.3396,OUT035,2004,Small,Tier 2,Supermarket Type1,,26.577181612660134,3
FDI34,10.667176699041653,Regular,0.08472367800000001,Snack Foods,230.6668,OUT027,1985,Medium,Tier 3,Supermarket Type3,,21.623978537894033,1
FDG56,13.3,Regular,0.071452562,Fruits and Vegetables,61.0536,OUT046,1997,Small,Tier 1,Supermarket Type1,,4.590496240601504,2
FDS34,19.35,Regular,0.076759076,Snack Foods,115.6518,OUT046,1997,Small,Tier 1,Supermarket Type1,,5.9768372093023245,2
DRC01,5.92,Regular,0.019196373,Soft Drinks,50.3692,OUT035,2004,Small,Tier 2,Supermarket Type1,,8.50831081081081,3
FDQ04,6.4,Low Fat,0.08473758,Frozen Foods,39.3796,OUT035,2004,Small,Tier 2,Supermarket Type1,,6.1530625,3
FDK04,7.36,Low Fat,0.052302142999999995,Frozen Foods,57.9588,OUT035,2004,Small,Tier 2,Supermarket Type1,,7.874836956521738,3
FDT51,11.65,Regular,0.010935766000000001,Meat,110.0544,OUT049,1999,Medium,Tier 1,Supermarket Type1,,9.446729613733906,2
FDV26,20.25,Regular,0.076591246,Dairy,196.3794,OUT017,2007,Medium,Tier 2,Supermarket Type1,,9.697748148148149,3
FDS04,10.195,Regular,0.14689096,Frozen Foods,141.2838,OUT049,1999,Medium,Tier 1,Supermarket Type1,,13.858146150073566,2
FDW43,20.1,Regular,0.022516587,Fruits and Vegetables,228.2036,OUT018,2009,Medium,Tier 3,Supermarket Type2,,11.353412935323382,3
FDQ28,14.0,Regular,0.101142513,Frozen Foods,154.0656,OUT010,1998,Small,Tier 3,Grocery Store,,11.004685714285714,2
NCK06,5.03,Low Fat,0.008695437,Household,121.1756,OUT017,2007,Medium,Tier 2,Supermarket Type1,,24.090576540755468,3
FDS23,4.635,Low Fat,0.14146303400000002,Breads,130.0994,OUT018,2009,Medium,Tier 3,Supermarket Type2,,28.068910463861922,3
FDZ36,6.0827685686534405,Regular,0.115178912,Baking Goods,187.824,OUT019,1985,Small,Tier 1,Grocery Store,,30.87804473902237,1
FDE56,17.25,Regular,0.159843921,Fruits and Vegetables,62.2194,OUT018,2009,Medium,Tier 3,Supermarket Type2,,3.606921739130435,3
FDW10,21.087057499808207,Low Fat,0.0,Snack Foods,175.037,OUT027,1985,Medium,Tier 3,Supermarket Type3,,8.300683962264152,1
NCN14,19.1,Low Fat,0.09210419800000001,Others,185.6608,OUT045,2002,Medium,Tier 2,Supermarket Type1,,9.720460732984293,3
NCQ18,15.75,Low Fat,0.135346732,Household,98.37,OUT045,2002,Medium,Tier 2,Supermarket Type1,,6.245714285714286,3
FDW08,12.1,Low Fat,0.0,Fruits and Vegetables,106.52799999999999,OUT017,2007,Medium,Tier 2,Supermarket Type1,,8.80396694214876,3
FDU43,19.35,Regular,0.058032402999999996,Fruits and Vegetables,236.5564,OUT035,2004,Small,Tier 2,Supermarket Type1,,12.225136950904393,3
FDR33,7.31,Low Fat,0.044839187999999995,Snack Foods,108.257,OUT010,1998,Small,Tier 3,Grocery Store,,14.809439124487005,2
FDM24,6.135,Regular,0.132777749,Baking Goods,150.7366,OUT010,1998,Small,Tier 3,Grocery Store,,24.569942950285252,2
NCZ05,8.485,Low Fat,0.058132207000000005,Health and Hygiene,102.899,OUT046,1997,Small,Tier 1,Supermarket Type1,,12.127165586328816,2
NCV41,14.35,Low Fat,0.017035555,Health and Hygiene,112.5228,OUT035,2004,Small,Tier 2,Supermarket Type1,,7.841310104529617,3
FDV11,9.1,Regular,0.082000475,Breads,173.9054,OUT018,2009,Medium,Tier 3,Supermarket Type2,,19.110483516483516,3
NCY05,13.5,Low Fat,0.054979611,Health and Hygiene,36.9874,OUT035,2004,Small,Tier 2,Supermarket Type1,,2.7398074074074077,3
FDV44,8.365,Regular,0.040006739,Fruits and Vegetables,188.6188,OUT018,2009,Medium,Tier 3,Supermarket Type2,,22.548571428571428,3
FDW32,18.35,Regular,0.094443441,Fruits and Vegetables,84.3882,OUT049,1999,Medium,Tier 1,Supermarket Type1,,4.598811989100817,2
NCU18,15.372690038793813,Low Fat,0.055569647,Household,143.0496,OUT027,1985,Medium,Tier 3,Supermarket Type3,,9.305437086092715,1
NCC43,7.39,Low Fat,0.0,Household,251.5066,OUT035,2004,Small,Tier 2,Supermarket Type1,,34.033369418132615,3
FDW19,12.35,Regular,0.038468382,Fruits and Vegetables,110.95700000000001,OUT013,1987,High,Tier 3,Supermarket Type1,,8.984372469635629,1
FDN31,11.5,Low Fat,0.072867754,Fruits and Vegetables,191.653,OUT035,2004,Small,Tier 2,Supermarket Type1,,16.665478260869566,3
FDI48,11.85,Regular,0.055831398,Baking Goods,50.5666,OUT045,2002,Medium,Tier 2,Supermarket Type1,,4.267223628691983,3
FDS24,20.85,Regular,0.062576446,Baking Goods,89.9514,OUT017,2007,Medium,Tier 2,Supermarket Type1,,4.3142158273381295,3
FDF46,7.07,Low Fat,0.0,Snack Foods,115.1834,OUT049,1999,Medium,Tier 1,Supermarket Type1,,16.291852899575673,2
DRG23,8.88,Low Fat,0.087272074,Hard Drinks,151.9682,OUT017,2007,Medium,Tier 2,Supermarket Type1,,17.113536036036034,3
FDG14,9.0,Regular,0.050706432,Canned,150.9024,OUT018,2009,Medium,Tier 3,Supermarket Type2,,16.766933333333334,3
NCY30,20.25,Low Fat,0.025993607999999998,Household,179.3976,OUT049,1999,Medium,Tier 1,Supermarket Type1,,8.859140740740742,2
FDO28,5.765,Low Fat,0.0,Frozen Foods,122.1098,OUT018,2009,Medium,Tier 3,Supermarket Type2,,21.181231569817868,3
DRD24,13.85,Low Fat,0.030789262,Soft Drinks,142.5154,OUT035,2004,Small,Tier 2,Supermarket Type1,,10.289920577617329,3
FDI33,16.5,Low Fat,0.028463,Snack Foods,89.9146,OUT049,1999,Medium,Tier 1,Supermarket Type1,,5.449369696969697,2
FDN32,17.5,Low Fat,0.015560368,Fruits and Vegetables,185.6266,OUT046,1997,Small,Tier 1,Supermarket Type1,,10.607234285714286,2
FDR16,5.845,Regular,0.105230981,Frozen Foods,213.0218,OUT045,2002,Medium,Tier 2,Supermarket Type1,,36.445132591958945,3
FDF26,6.825,Regular,0.046634759000000005,Canned,153.5998,OUT046,1997,Small,Tier 1,Supermarket Type1,,22.5054652014652,2
NCN29,15.2,Low Fat,0.012165821,Health and Hygiene,48.9034,OUT018,2009,Medium,Tier 3,Supermarket Type2,,3.2173289473684212,3
FDE20,11.35,Regular,0.005541732,Fruits and Vegetables,168.679,OUT045,2002,Medium,Tier 2,Supermarket Type1,,14.861585903083702,3
FDA46,13.6,Low Fat,0.117635456,Snack Foods,192.5136,OUT046,1997,Small,Tier 1,Supermarket Type1,,14.155411764705882,2
FDU28,19.2,Regular,0.09410881900000001,Frozen Foods,188.1214,OUT045,2002,Medium,Tier 2,Supermarket Type1,,9.797989583333333,3
FDQ48,14.3,Regular,0.034481025,Baking Goods,99.4726,OUT045,2002,Medium,Tier 2,Supermarket Type1,,6.956125874125874,3
FDV36,18.7,Low Fat,0.0,Baking Goods,128.102,OUT013,1987,High,Tier 3,Supermarket Type1,,6.850374331550802,1
FDR14,11.65,Low Fat,0.17475803399999998,Dairy,52.7298,OUT018,2009,Medium,Tier 3,Supermarket Type2,,4.526163090128755,3
FDP23,6.71,Low Fat,0.035788152999999996,Breads,216.7166,OUT017,2007,Medium,Tier 2,Supermarket Type1,,32.29755588673621,3
FDP56,8.185,Low Fat,0.046445455,Fruits and Vegetables,51.0692,OUT013,1987,High,Tier 3,Supermarket Type1,,6.239364691508857,1
FDK48,7.445,Low Fat,0.06298862599999999,Baking Goods,76.1354,OUT010,1998,Small,Tier 3,Grocery Store,,10.226380120886502,2
FDR48,11.65,Low Fat,0.131504228,Baking Goods,152.5024,OUT046,1997,Small,Tier 1,Supermarket Type1,,13.090334763948498,2
NCY29,13.65,Low Fat,0.077354192,Health and Hygiene,57.293,OUT049,1999,Medium,Tier 1,Supermarket Type1,,4.197289377289377,2
FDM22,14.0,Regular,0.042128684000000007,Snack Foods,53.263999999999996,OUT018,2009,Medium,Tier 3,Supermarket Type2,,3.8045714285714283,3
DRJ01,6.135,Low Fat,0.114936679,Soft Drinks,162.7236,OUT013,1987,High,Tier 3,Supermarket Type1,,26.523814180929097,1
FDZ43,11.0,Regular,0.057174261,Fruits and Vegetables,244.3512,OUT045,2002,Medium,Tier 2,Supermarket Type1,,22.213745454545457,3
FDV03,17.6,Low Fat,0.058080284,Meat,154.5314,OUT035,2004,Small,Tier 2,Supermarket Type1,,8.78019318181818,3
FDX11,15.984923957856807,Regular,0.106235129,Baking Goods,181.7634,OUT027,1985,Medium,Tier 3,Supermarket Type3,,11.370926785714286,1
NCA41,16.888099345962093,Low Fat,0.032428906,Health and Hygiene,193.9162,OUT027,1985,Medium,Tier 3,Supermarket Type3,,11.482417057569295,1
FDE38,6.52,Low Fat,0.044859477,Canned,167.0842,OUT017,2007,Medium,Tier 2,Supermarket Type1,,25.626411042944788,3
FDI27,8.71,Regular,0.046173643,Dairy,45.3744,OUT018,2009,Medium,Tier 3,Supermarket Type2,,5.209460390355912,3
FDN32,17.5,Low Fat,0.015547419,Fruits and Vegetables,183.3266,OUT013,1987,High,Tier 3,Supermarket Type1,,10.475805714285714,1
NCN43,12.15,Low Fat,0.0067979780000000005,Others,121.37299999999999,OUT017,2007,Medium,Tier 2,Supermarket Type1,,9.98954732510288,3
